What is (are) Wilson Disease ?,(WD) is a rare inherited disorder of copper metabolism.
What are the treatments for Wilson Disease ?,"WD requires lifelong treatment, generally using drugs that remove excess copper from the body."
What is the outlook for Wilson Disease ?,Early onset of the disease may foretell a worse prognosis than later onset.
What is (are) Zellweger Syndrome ?,Zellweger syndrome is one of a group of four related diseases called peroxisome biogenesis disorders (PBD).
What are the treatments for Zellweger Syndrome ?,"There is no cure for Zellweger syndrome, nor is there a standard course of treatment."
What is the outlook for Zellweger Syndrome ?,"(LOC) syndrome is a disorder that leads to abnormalities of the voicebox, finger and toenails, and skin. "
What is (are) laryngo-onycho-cutaneous syndrome ?,LOC syndrome is caused by mutations in the LAMA3 gene.
What are the genetic changes related to laryngo-onycho-cutaneous syndrome ?,This condition is inherited in an autosomal recessive pattern.
Is laryngo-onycho-cutaneous syndrome inherited ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What are the treatments for laryngo-onycho-cutaneous syndrome ?,(NCL) is an inherited disorder that primarily affects the nervous system. 
What is (are) late-infantile neuronal ceroid lipofuscinosis ?,The prevalence of late-infantile NCL is unknown.
How many people are affected by late-infantile neuronal ceroid lipofuscinosis ?,Mutations in the TPP1 gene cause most cases of late-infantile NCL.
What are the genetic changes related to late-infantile neuronal ceroid lipofuscinosis ?,This condition is inherited in an autosomal recessive pattern.
Is late-infantile neuronal ceroid lipofuscinosis inherited ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What are the treatments for late-infantile neuronal ceroid lipofuscinosis ?,"An eye disorder that affects the clear, outer covering of the eye called the cornea. "
What is (are) lattice corneal dystrophy type I ?,A group of conditions that are characterized by protein deposits in the cornea.
What is Breast Cancer?, "A disease in which cells in the breast grow out of control.  ",
What are the risk for Breast Cancer?,"A family history of breast cancer,alcohol,overweight,smoking. ",
Is Breast Cancer inherited?,It is inherited by gene mutations . ,
What are the symptoms of Breast Cancer?,"A lump or change in the breast,skin irritation,breast or nipple pain . ",
How to diagnose Breast Cancer?,"Diagnosed by clinical breast exam,Mammogram.",
What are the stages of Breast Cancer?,"Stage 0,Stage I,Stage II.",
What are the treatments for Breast Cancer?,"Surgery,Radiation therapy,Hormone therapy.",
What is male Breast Cancer?,A rare cancer that forms in the breast tissue of men.,
What are the risk factors for male Breast Cancer?,"Radiation exposure,high levels of estrogen are the risk factors for male Breast Cancer.",
Is male Breast Cancer inherited?,It is inherited by gene mutations.,
What are the symptoms of Male Breast Cancer?,"Usually have lumps that can be felt,changes to the skin covering your breast.",
How to diagnose Male Breast Cancer?,"  Diagnosed by clinical breast exam,MRI.",
What are the stages of Male Breast Cancer?,"Stage I,Stage II,Stage III.",
What are the treatments for Male Breast Cancer?,"Surgery,chemotherapy,mastectomy.",
What is Skin Cancer?,A disease form in the tissues of the skin. ,
What is the risk for Skin Cancer?,"Exposed to sunlight,a family history of skin cancer,unprotected Exposure to UVA & UVB Rays is the risk. ",
How to diagnose Skin Cancer?,"Diagnosed by skin exam,skin biopsy.",
What are the stages of Skin Cancer?,"Stage 0,Stage I,Stage II,Stage TV.",
What are the treatments for Skin Cancer?,"Surgery,Chemotherapy,Photodynamic therapy,Radiation therapy .     ",
What research is being done for skin Cancer?,Researchers have developed newer drugs for treatments.,
What is Melanoma?,A serious form of skin cancer that begins in cells known as melanocytes.    ,
What is the risk for Melanoma?,"Exposure to sunlight,family history of melanoma,having many moles.",
What are the symptoms of Melanoma?,"Change in the way a mole looks,unusual moles,sores,lumps,.",
How to diagnose Melanoma?,"Diagnosed by skin exam,Biopsy.",
What are the stages of Melanoma?,"Stage I,Stage II,Stage III,Stage IV,Stage V.",
What are the treatments for Melanoma?,"Surgery,Chemotherapy.",
What research is being done for Melanoma?,Melanoma peptide vaccines are being evaluated in clinical trials for patients.,
What is Merkel Cell Carcinoma?,Merkel cell carcinoma of the skin is a rare form of skin cancer.,
What are the risk for Merkel Cell Carcinoma?,"Weak immune system,history of other skin cancers,excessive exposure to natural or artificial sunlight. ",
What are the symptoms of Merkel Cell Carcinoma?,"single lump on  skin,fast-growing, painless nodule on skin.",
How to diagnose Merkel Cell Carcinoma?,"Diagnosed by full-body skin exam,skin biopsy.",
What are the stages of Merkel Cell Carcinoma?,"Stage 0,Stage IA,Stage IB.",
What are the treatments for Merkel Cell Carcinoma?,"Surgery,Radiation therapy,Chemotherapy.     ",
What research is being done for Merkel Cell Carcinoma?,Recent research suggests there may be 2 main ways that exposure to UV rays is linked to melanoma.  ,
What is Plasma Cell Neoplasms?, Plasma cell neoplasms are diseases in which the body makes too many plasma cells.  ,
What are the risk for Plasma Cell Neoplasms?,"Being exposed to radiation or certain chemicals,having a personal history of MGUS or plasmacytoma. ",
How to diagnose Plasma Cell Neoplasms?,"Blood and urine test,bone marrow aspiration and biopsy,skeletal bone survey.",
What are the stages of Plasma Cell Neoplasms?,"Stage I,Stage II,Stage III.",
What are the treatments for Plasma Cell Neoplasms?,"Chemotherapy,Surgery,Radiation therapy.",
What research is being done for Plasma Cell Neoplasms?,"Doctors are working to learn more about it,ways to prevent it,. ",
What is Neuroblastoma?,Neuroblastoma (NB) is a type of cancer that forms in certain types of nerve tissue.,
Is neuroblastoma inherited?,Gene mutation  passed from the parent to the child.,
What are the symptoms of Neuroblastoma?,"Bone pain,neck pain,or chest pain.",
How to diagnose Neuroblastoma?,"Neurological exam,Urine catecholamine studies.",
What are the stages of Neuroblastoma?,"Stage I,Stage II,Stage III,Stage IV. ",
What are the treatments for Neuroblastoma?,"Observation,Surgery,Radiation therapy.  ",
Research for Neuroblastoma?,Researchers now have better tests to look for changes in the genes of neuroblastoma cells..  ,
What is non-Small Cell Lung Cancer?,Non-small-cell lung cancer is the most common type of lung cancer.     ,
What are Risk for Non-Small Cell Lung Cancer?,Risk for Non-Small Cell Lung Cancer is smoking. ,
What are the symptoms of Non-Small Cell Lung Cancer?,"Trouble breathing,Wheezing are the symptomps.",
How to diagnose Non-Small Cell Lung Cancer?,"Chest x-ray,CT scan. ",
What are the stages of Non-Small Cell Lung Cancer?,"Stage I,Stage II, Stage III.  ",
What are the treatments for Non-Small Cell Lung Cancer?,"Surgery,chemotherapy,radiation therapy.",
What research is being done for Non-Small Cell Lung Cancer?, Immunotherapy is a major focus in lung cancer treatment research today.,
What is parathyroid Cancer?, A rare disease in which cancer cells form in the tissues of a parathyroid gland.,
What are the risks for parathyroid cancer?,Familial isolated hyperparathyroidism (FIHP). ,
What are the symptoms of parathyroid cancer?,"Weakness,feeling tired.",
How to diagnose Parathyroid Cancer?,Neck and blood are used to detect cancer. ,
What are the stages of Parathyroid Cancer?,"Stage I,Stage II,Stage III.    ",
What are the treatments for Parathyroid Cancer?,"Surgery,radiation therapy,supportive therapy.",
What research is being done for Parathyroid Cancer?,Researchers are exploring new medications to reduce calcium levels in the blood.,
What is Penile Cancer?,Penile cancer is cancer that develops in the skin or tissues of the penis. ,
What is the risk for Penile Cancer?,"Human papillomavirus infection,smoking,smegma. ",
What are the symptoms of Penile Cancer?,"Redness,irritation are the symptomps of Penile Cancer.",
How to diagnose Penile Cancer?,"Biopsy,Fine-needle aspiration biopsy are used to detect cancer.",
What are the stages of Penile Cancer?,"Stage 0,Stage I,Stage II.",
What are the treatments for Penile Cancer?,"Surgery,chemotherapy,laser therapy.    ",
What research is being done for Penile Cancer?,Researchers have developed newer drugs for treatments of penile cancer.  ,
What is Pituitary Tumors?, A group of abnormal cells that grows out of control in your pituitary gland.,
What is the risk for Pituitary Tumors?,"Family history,hormones,a history of thyroid, parathyroid, adrenal and colorectal tumors.",
What are the symptoms of Pituitary Tumors?,"The symptoms of pituitary Tumors are vision changes,loss of body hair,feeling tired or weak. ",
How tp diagnose Pituitary Tumors?,Diagnosed by examine the blood and urine. ,
What are the stages of Pituitary Tumors?,"Stage I,Stage II,Stage III.",
What are the treatments for Pituitary Tumors?,"Radiation therapy,Drug therapy,Surgery.",
What research is being done for Pituitary Tumors?,Doctors now have a better understanding of the genetic basis of pituitary tumors.,
What is Prostate Cancer?,Prostate cancer is cancer of the prostate gland. ,
What are the symptoms of Prostate Cancer?,"Weak or interrupted flow of urine,blood in urine or semen,sudden erectile dysfunction.",
How to diagnose Prostate Cancer?,"Diagnosed by digital rectal exam,prostate-specific antigen test.",
What are the stages of Prostate Cancer?,"Stage I,Stage II, Stage III.",
What are the treatments for Prostate Cancer?," Radiation therapy,Hormone therapy,Chemotherapy. ",
What research is being done for Prostate Cancer?,Researchers continue to explore the link between nutrition and lifestyle factors. ,
What is Colon Cancer?,A disease in which cancer cells form in the tissues of the colon. ,
What is the risk for Colon Cancer?,"Health history,smoking,alcohol use affects the risk . ",
What are the symptoms of Colon Cancer?,"Blood in the stool,persistent abdominal discomfort such as cramps,gas or pain,diarrhea.",
How to diagnose Colon Cancer?,"Digital rectal exam,biopsy.",
What are the stages of Colon Cancer?,"Stage 0,Stage I,Stage II.",
What are the treatments for Colon Cancer?,"Surgery,Cryosurgery,Palliative Care.",
What research is being done for Colon Cancer?,Researchers are developing tests to analyze stool samples to find genetic changes.,
What is Rectal Cancer?, A disease in which cancer cells form in the tissues of the rectum.  ,
What is the risk for Rectal Cancer?,"Health history,lack of exercise,smoking,drinking too much alcohol affects the risk. ",
What are the symptoms of Rectal Cancer?,"Blood in the stool,abdominal pain,unexplained weight loss. ",
How to diagnose Rectal Cancer?,"Diagnosed by digital rectal exam,Colonoscopy .",
What are the stages of Rectal Cancer?,"Stage 0,Stage I,Stage II,Stage III,Stage IV.",
What are the treatments for Rectal Cancer?,"Radiation therapy,Chemotherapy.   ",
What research is being done for Rectal Cancer?,Many new drugs are being tested for colorectal cancer.,
What is Colorectal Cancer?,A disease in which cancer cells form in the tissues of the colon or the rectum. ,
How to prevent Colorectal Cancer?,"Inherited risk,Alcohol,Cigarette smoking.",
What is the risk for Colorectal Cancer?,"Being overweight or obese,smoking,alcohol use.  ",
What research is being done for Colorectal Cancer?,Researchers are developing tests to analyze stool samples to find genetic changes..,
What is small Intestine Cancer?,A type of cancer form in the tissues of the small intestine. ,
What is the risk for Small Intestine Cancer?,"Having familial,smoking and alcohol use,diets high in red meat and salted or smoked foods are the main risk.",
What are the symptoms of S mall Intestine Cancer?,"Symptom of Small Intestine Cancer is weight loss,pain in the belly,weakness and feeling tired.",
how to diagnose Small Intestine Cancer?,"Diagnosed by blood chemistry studies,Endoscopy.",
What are the stages of Small Intestine Cancer?,"Stage 0,Stage I,Stage II,Stage III,Stage IV.",
What are the treatments for Small Intestine Cancer? ,"Surgery,Radiation therapy,Chemotherapy.     ",
What is Thymoma and Thymic Carcinoma?,A disease in which cancer cells form on the outside surface of the thymus.   ,
What are the symptoms of Thymoma and Thymic Carcinoma?,"Chest pain,Trouble breathing.",
How to diagnose Thymoma and Thymic Carcinoma?,"Chest x-ray,CT scan,MRI.",
What are the stages of Thymoma and Thymic Carcinoma?,"Stage I,Stage II,Stage III,Stage IV.",
What is research is being done for Thymoma and Thymic Carcinoma?, Researchers are currently studying several new treatments and treatment methods for people.                ,
What are the treatments for Thymoma and Thymic Carcinoma?,"Surgery,Radiation therapy,Hormone therapy.",
What is Urethral Cancer? ,A disease which form in the tissues of the urethra. ,
What are the symptoms of Urethral Cancer?,"The symptoms of Urethral Cancer is trouble in flow of urine,enlarged lymph nodes in the groin area.",
How to diagnose Urethral Cancer?,"Pelvic exam,digital rectal exam,urine cytology.",
What are the stages of Urethral Cancer?,"Stage 0,Stage I,Stage II,Stage III,Stage IV.",
What are the treatments for Urethral Cancer?,"Surgery,Radiation therapy,Chemotherapy,Active surveillance   ",
What research is being done  for Urethral Cancer?  ,Phase I trial to test the efficacy and safety of a dendritic cell vaccine is launched.,
What is Vulvar Cancer?,A disease in which cancer cells form in the tissues of the vulva.,
What are the symptoms of Vulvar Cancer?,"Bleeding or itching,painful urination,persistent itching,pain,soreness or burning in the vulvar area.",
How to diagnose Vulvar Cancer?,"Chest x-ray,biopsy,Computed tomography scan.",
What are the stages of Vulvar Cancer?,"Stage I,Stage II,Stage III.",
What research is being done for Vulvar Cancer?,Research continues to study the link between HPV and vulvar cancer.,
What are the treatments for Vulvar Cancer?,"Surgery,Radiation therapy,Chemotherapy,Biologic therapy.  ",
What is Gestational Trophoblastic Disease?,A disease in which cancer cells grow inside the uterus. ,
What is the risk for Gestational Trophoblastic Disease?,"Previous molar pregnancy,specific blood types—A and AB is the main risk. ",
What are the symptoms of Gestational Trophoblastic Disease?,"Abdominal swelling,Sleep problems,Unexplained weight loss.",  
How to diagnose Gestational Trophoblastic Disease?,"Tests of spinal fluid,ultrasound,uterus testing.",
What are the stages of Gestational Trophoblastic Disease?,"Stage I,Stage II,Stage III.",
What are the treatments for Gestational Trophoblastic Disease?,"Surgery,Chemotherapy,Radiation therapy.      ",
What research is being done for Gestational Trophoblastic Disease?,Researchers are studying cells of GTD to learn more about how these tumors develop.,
What is Langerhans Cell Histiocytosis?,A disease in which damage tissue  in one or more places in the body.  ,
What is the risk for Langerhans Cell Histiocytosis?,"Having a parent  exposed to metal,granite,smoking,alchohol.",
what are the symptoms of Langerhans Cell Histiocytosis?,Skin and nails LCH in infants  affect the skin.,
How to diagnose Langerhans Cell Histiocytosis?,"Biopsy,x-ray,skin biopsy,bone marrow biopsy. ",
What are the stages of Langerhans Cell Histiocytosis?,No staging system for Langerhans Cell Histiocytosis. ,
What are the treatments for Langerhans Cell Histiocytosis?," Chemotherapy,Surgery,Radiation therapy.  ",
What research is being done for Langerhans Cell Histiocytosis?,Recent studies revealed cancerous mutations in the LCH tumors of several patients.,
What is Hypopharyngeal Cancer?,A disease in which cancer cells form in the tissues of the hypopharynx. ,
What is the risk for Hypopharyngeal Cancer?,Use of tobacco products and heavy drinking.,
What are the symptoms of Hypopharyngeal Cancer?,"A sore throat and ear pain,chronic bad breath,unexplained weight loss. ",
How to diagnose Hypopharyngeal Cancer?,"Laryngoscopy,CT scan,PET scan. ",
What are the stages of Hypopharyngeal Cancer?,"Stage 0,Stage I,Stage II,Stage III ",
What are the treatments for Hypopharyngeal Cancer?,"Surgery,Radiation therapy,Chemotherapy. ",
What research is being done for Hypopharyngeal Cancer?,Clinical trials are underway to find better ways of reducing symptoms and side effects.,
What is Laryngeal Cancer?,A disease in which cancer cells form in the tissues of the larynx.,
What is the risk for Laryngeal Cancer?,Use of tobacco products and drinking alcohol. ,
What are the symptoms of Laryngeal Cancer?," A sore throat and ear pain,fatigue,an enlarged lymph node or lump in the neck. ",
How to diagnose Laryngeal Cancer?,"Diagnosed by biopsy,laryngoscopy. ",
What are the stages of Laryngeal Cancer?,"Stage 0, Stage I,Stage II.  ",
What are the treatments for Laryngeal Cancer?,"Radiation therapy,surgery,chemotherapy. ",
What research is being done for Laryngeal Cancer?,Researchers are evaluating more effective ways of using radiation therapy. ,
What is Metastatic Squamous Neck Cancer with Occult Primary?,A disease in which squamous cell cancer spreads to lymph nodes in the neck. ,
What are the symptoms of Metastatic Squamous Neck Cancer with Occult Primary?,A lump or pain in the neck or throat. ,
How to diagnose Metastatic Squamous Neck Cancer?,"Physical exam and history,biopsy,core needle biopsy. ",
What are the stages of Metastatic Squamous Neck Cancer?,"Stage 0,Stage I,Stage II.",
What are the treatments for Metastatic Squamous Neck Cancer?,"Surgery,Radiation therapy,Palliative Care.    ",
What research is being done for Metastatic Squamous Neck Cancer?,Clinical trials are used for all types and stages of head and neck cancer.  ,
What is Lip and Oral Cavity Cancer?,A disease in which cancer cells form in the lips or mouth.,
What is the risk for Lip and Oral Cavity Cancer?,Tobacco and alcohol use is the main risk factor. ,
What are the symptoms of Lip and Oral Cavity Cancer?,"A sore or lump on the lips or in the mouth,Bleeding,pain or numbness in the lip or mouth,swelling of jaw.",
What are the stages of Lip and Oral Cavity Cancer?,"Stage I,Stage II,Stage III,Stage IV.",
What are the treatments for Lip and Oral Cavity Cancer?,"Surgery,Radiation therapy. ",
What research is being done for Lip and Oral Cavity Cancer?,A great deal of research is being done to learn what DNA changes are responsible for this.,
What is Nasopharyngeal Cancer?,A disease in which cancer cells form in the tissues of the nasopharynx.,
What is the risk for Nasopharyngeal Cancer?,"Infection with the Epstein-Barr virus,smoking,alcohol is the main risk factor. ",
What are the symptoms of Nasopharyngeal Cancer?,"Trouble breathing,speaking or hearing. ",
How to diagnose Nasopharyngeal Cancer?,"Diagnosed by CT,MRI,PET,X-ray.",
What are the stages of Nasopharyngeal Cancer?,"Stage 0,Stage I Stage II,Stage III,Stage IV.",
What are the treatments for Nasopharyngeal Cancer?,"Radiation therapy,Chemotherapy,Surgery.    ",
What research is being done for Nasopharyngeal Cancer?,Researchers continue to develop new chemo drugs that might be more effective against advanced NPC.,
What is Salivary Gland Cancer?,A disease in which cancer cells form in the tissues of the salivary glands. ,
What is the risk for Salivary Gland Cancer?,Exposed to certain types of radiation. ,
What are the symptoms of Salivary Gland Cancer?,"Lump or trouble swallowing,muscle weakness on one side of your face. ",
How to diagnose Salivary Gland Cancer?,"Diagnosed by MRI,CT scan.",
What are the stages of Salivary Gland Cancer?,"Stage I,Stage II,Stage III,Stage IV",
What are the treatments for Salivary Gland Cancer?,"Surgery,Radiation therapy,Chemotherapy.  ",
What research is being done for Salivary Gland Cancer?,Researchers are investigating the use of radiosensitizers in the treatment.  ,
What is Oropharyngeal Cancer?,A disease in which cancer cells form in the tissues of the oropharynx.  ,
What is the risk for Oropharyngeal Cancer?,Smoking or being infected with human papillomavirus.,
What are the symptoms of Oropharyngeal Cancer?,A lump in the neck and a sore throat.,
How to diagnose Oropharyngeal Cancer?,"Oral brush biopsy,HPV testing,Biopsy.",
What are the stages of Oropharyngeal Cancer?,"Stage 0,Stage I,Stage II,Stage III.",
What are the treatments for Oropharyngeal Cancer?,"Surgery,Radiation therapy,Chemotherapy.",
What research is being done for Oropharyngeal Cancer?,A great deal of research is being done to learn about the DNA changes.,
What is Paranasal Sinus and Nasal Cavity Cancer?,Tissues of the paranasal sinuses and nasal cavity. ,
What is the risk for Paranasal Sinus and Nasal Cavity Cancer?,Being exposed to certain chemicals or dust,
What are the symptoms of Paranasal Sinus and Nasal Cavity Cancer?,Signs of sinus problems and nosebleeds. ,
How to diagnose Paranasal Sinus and Nasal Cavity Cancer?,"Bone scan,biopsy,endoscopy. ",
What are the stages of Paranasal Sinus and Nasal Cavity Cancer?,"Stage 0,Stage I,Stage II,Stage III,Stage IV.",
What are the treatments for Paranasal Sinus and Nasal Cavity Cancer?,"Surgery,Radiation therapy,Chemotherapy.   ",
What research is being done for Paranasal Sinus and Nasal Cavity Cancer?,Most research for head and neck cancer focuses on combining different types of treatments.,
What is Salivary Gland Cancer?,A disease in which cancer cells form in the tissues of the salivary glands.,
What is the risk for Salivary Gland Cancer?,Being exposed to certain types of radiation is the main risk factor.,
What are the symptoms of Salivary Gland Cancer?,"A lump or trouble swallowing,pain in your mouth, cheek, jaw, ear, or neck that does not go away.",
How to diagnose Salivary Gland Cancer?,"Ultrasound-guided needle biopsy,Endoscopy,MRI.",
What are the stages of Salivary Gland Cancer?,"Stage I,Stage II,Stage III,Stage IV.",
What are the treatments for Salivary Gland Cancer?,"Surgery,Radiation therapy,Chemotherapy.      ",
What research is being done for Salivary Gland Cancer?,There is ongoing research looking at the benefit of different treatment approaches.   ,
What are the treatments for Salivary Gland Cancer?,"Radiation therapy,chemotherapy,surgery. ",
What is  Endometrial Cancer?,A disease in which cancer cells form in the tissues of the endometrium.   ,
What is the risk for Endometrial Cancer?,"Use of an intrauterine device,having had breast or ovarian cancer in the past.                  ",
What are the symptoms of Endometrial Cancer?,Bleeding or pain in the pelvis.,
How to diagnose Endometrial Cancer?,Diagnosed by examine the endometrium. ,
What are the stages of Endometrial Cancer?,"Stage I,Stage II,Stage III,Stage IV       ",
What are the treatments for Endometrial Cancer?,"Surgery,Radiation therapy,Chemotherapy.    ",
What research is being done for Endometrial Cancer?,Studies are looking for ways to find endometrial cancer early,    
What is Uterine Sarcoma?,A disease in which cancer cells form in the muscles of the uterus.,
What is the risk for Uterine Sarcoma?,Being exposed to x-rays is the main risk factor.,
What are the symptoms of Uterine Sarcoma?,Abnormal bleeding is the main symptomp. ,
How to diagnose Uterine Sarcoma?,"Endometrial biopsy,Hysteroscopy. ",
What are the stages of Uterine Sarcoma?,"Stage I,Stage II,Stage III,Stage IV.                              ",
What are the treatments for Uterine Sarcoma?,"Surgery,Radiation therapy,Chemotherapy.    ",
What research is being done for Uterine Sarcoma?,Recent research has improved understanding of how changes in certain molecules can cause to cancer.,
What is childhood Extracranial Germ Cell Tumors?,Childhood extracranial germ cell tumors form from germ cells in parts of the body. ,
What is the risk for childhood Extracranial Germ Cell Tumors?,The risk for childhood Extracranial Germ Cell Tumors is unknown.,
What are the symptoms of Childhood Extracranial Germ Cell Tumors?,"A painless lump in the testicle,pain in the abdomen,fever. ",
How to diagonse childhood Extracranial Germ Cell Tumors?,Imaging studies and blood tests are used to detect the disease.,
What are the stages of childhood Extracranial Germ Cell Tumors ?,"Stage I,Stage II,Stage III.  ",
What are the treatments for Childhood Extracranial Germ Cell Tumors?,"Surgery,Observation,Palliative Care.        ",
What research is being done for Childhood Extracranial Germ Cell Tumors?,Researchers are looking for new ways to classify tumors.   ,
What is Extragonadal Germ Cell Tumors?,A disease in which cancer cells form from developing sperm or egg cells.,
What is the risk for Extragonadal Germ Cell Tumors?,Age and gender can affect the risk of the disease.,
What are the symptoms of Extragonadal Germ Cell Tumors?,Breathing problems and chest pain. ,
How to diagnose Extragonadal Germ Cell Tumors?,"Chest x-ray,Serum tumor marker test.",
What are the stages of Extragonadal Germ Cell Tumors?,"Stage I,Stage II,Stage III.                                ",
What are the treatments for Extragonadal Germ Cell Tumors?,"Radiation therapy,Chemotherapy,Surgery.",
What research is being done for Extragonadal Germ Cell Tumors?,Clinical trials are underway to investigate new combinations of chemotherapy to treat extragonadal germ cell tumors.  ,
What is Intraocular  Melanoma?,A disease in which cancer cells form in the tissues of the eye.    ,
What is the risk for Intraocular  Melanoma?,Older and having fair skin.,
What are the symptoms of Intraocular Melanoma?,"Blurred vision,dark spot,loss of peripheral vision. ",
How to diagnose Intraocular Melanoma?,"Diagnosed by Eye ultrasound,Eye exam.                  ",
What are the stages of Intraocular Melanoma?,"Stage I,Stage II,Stage III.",
What are the treatments for Intraocular Melanoma?,"Surgery,Radiation therapy,Chemotherapy.",
What research is being done for Intraocular  Melanoma?,"Researchers are studying the genes,proteins and other factors that help the development of the disease.                ",
What is Retinoblastoma?,A disease in which cancer cells form in the tissues of the retina.   ,
Is Retinoblastoma inherited?,Retinoblastoma is  inherited in an autosomal dominant pattern.,
What is the risk for Retinoblastoma?,Has heritable retinoblastoma.,
What are the symptoms of Retinoblastoma?,"Pupil of the eye appears white,eye pain,headache.",
How to diagnose Retinoblastoma?,"Diagnosed by MRI or CT scan of the brain,Ultrasound.",
What are the stages of Retinoblastoma?,"Stage 0,Stage I,Stage II,Stage III. ",
What are the treatments for Retinoblastoma?,"Cryotherapy,Thermotherapy,Chemotherapy.",
What research is being done for Retinoblastoma?, Researchers have found that an oncogene is overactive in retinoblastoma cells.,
What is Ovarian Epithelial  Cancer?,A disease in which cancer cells form in the tissue covering the ovary . ,
What is the risk for Ovarian Epithelial Cancer?,"Have a family history  of ovarian cancer,older age,. ",
Is Ovarian Epithelial Cancer inherited?,Inherited in gene mutations. ,
What are the symptoms of Ovarian Epithelial Cancer?,"Pain or swelling in the abdomen,gastrointestinal problems,vaginal bleeding. ",
How to diagnose Ovarian Epithelial Cancer?,Tests that examine the ovaries and pelvic area are used to diagnose Ovarian Epithelial Cancer. ,
What are the stages of Ovarian Epithelial?,"Stage I,Stage II,Stage III.       ",
What are the treatments for Ovarian Epithelial Cancer?,"Surgery,Chemotherapy,targeted therapy.   ",
What research is being done Ovarian Epithelial Cancer?,Researchers are doing clinical trials to see rare types of epithelial ovarian cancer . ,
What is Ovarian Low Malignant Potential Tumors?,A disease in which cancer cells form in the tissue covering the ovary.     ,
What are the symptoms of Ovarian Low Malignant Potential Tumors?,"Pain or swelling in the abdomen,pain in the pelvis,gastrointestinal problems.",
How to diagnose Ovarian Low Malignant Potential Tumors?,"Pelvic exam,ultrasound exam,chest x-ray. ",
What are the stages of Ovarian Low Malignant Potential Tumors?,"Stage I,stage II,Stage III.",
What is gastrointestinal Carcinoid Tumors?, A disease in which cancer cells form in the lining of the gastrointestinal tract.  ,
What is the risk for Gastrointestinal Carcinoid Tumors?,Health history affect the risk. ,
What are the symptoms of Gastrointestinal Carcinoid Tumors?,"Diarrhea,abdominal pain,fast heartbeat.",
How to diagnose Gastrointestinal Carcinoid Tumors?,Imaging studies and blood and urine. ,
What are the stages of Gastrointestinal Carcinoid Tumors?,"Stage I,Stage II,Stage III.           ",
What are the treatments for Gastrointestinal Carcinoid Tumors?,"Surgery,Radiation therapy,Chemotherapy.",
What research is being done for Gastrointestinal Carcinoid Tumors?,Researchers are doing clinical trials for new treatment.    ,
What is Myelodysplastic Syndromes?,A disease in which immature blood cells form in the bone marrow.,
What are the treatments for Myelodysplastic Syndromes?,"Supportive care,drug therapy,chemotherapy. ",
What is Polycythemia Vera?,A disease in which too many red blood cells form in the bone marrow. ,
What are the symptoms of Polycythemia Vera?,"Headaches and a feeling of fullness,itchiness,shortness of breath and difficulty breathing when lying down.",
How to diagnose Polycythemia Vera?,"Diagnosed by Specific gene testing,biopsy. ",
What are the treatments for Polycythemia Vera?,"The treatments for Polycythemia Vera are phlebotomy,Chemotherapy.",
What is Essential Thrombocythemia?,A rare chronic blood cancer characterised by the overproduction of platelets by megakaryocytes in the bone marrow.,
What are the symptoms of Essential Thrombocythemia?,"Headache,chest pain,temporary vision changes.",
What are the treatments for Essential Thrombocythemia?,"Chemotherapy,Biologic therapy.",
What is Chronic Neutrophilic Leukemia?,Chronic neutrophilic leukemia (CNL) is a rare myeloproliferative neoplasm.,
What are the treatments for Chronic Neutrophilic Leukemia?,"Chemotherapy,biologic therapy,stem cell transplant.    ",
What is Chronic Eosinophilic Leukemia?,A disease in which too many white blood cells made in the bone marrow.    ,
What are the symptoms of Chronic Eosinophilic Leukemia?,"Fever and feeling very tired,muscle pain,diarrhea.",
What are the treatments for Chronic Eosinophilic Leukemia?,"Chemotherapy and immunotherapy,stem cell transplant.",
What is Chronic Myelogenous Leukemia?,A disease in which too many white blood cells made in the bone marrow. ,
What are the treatments for Chronic Myelogenous Leukemia?,"Immunotherapy,chemotherapy,stem cell transplant.",
What is Adult Primary Liver Cancer?,A disease in which cancer cells form in the tissues of the liver.   ,
What is the risk for Adult Primary Liver Cancer?,"Having hepatitis B or hepatitis C infection,cirrhosis,heavy alcohol use.",
What are the symptoms of Adult Primary Liver Cancer?,"Include a lump or pain on the right side,easy bruising or bleeding,unusual tiredness or weakness. ",
How to diagnose Adult Primary Liver Cancer?,Diagnosed by examine the liver and the blood. ,
What are the stages of Adult Primary Liver Cancer?,"Stage I,Stage II,Stage III.",
What research is being done  for Adult Primary Liver Cancer?,Researchers are studying ways to prevent or treat hepatitis infections before they cause liver cancers.         ,
What are the treatments for Adult Primary Liver Cancer?," Surgery,liver transplant,targeted therapy, and radiation.    ",
What is Bile Duct Cancer?, A disease in which cancer cells form form in the bile ducts.  ,
What is the risk for Bile Duct Cancer?,"Older age,smoking,a liver parasite.",
What are the symptoms of Bile Duct Cancer?,"Jaundice and pain in the abdomen,light brown urine,fatigue,weight loss.",
How to diagnose Bile Duct Cancer?,"Diagnosed by blood tests,examine the bile ducts and nearby organs. ",
What research is being done for Bile Duct Cancer?,"Research into causes,prevention,and treatment of bile duct cancer is ongoing.    ",
What are the stages of Bile Duct Cancer?," Stage 0,Stage I,Stage II.",
